movement_id,vessel_call_id,container_no,container_size,move_type,equipment_id,shift_id,customer_id,terminal_id,move_start_time,move_end_time,is_reefer,weight_tons
34,1,MSCU9485388,40ft,Discharge,4,3,12,2,2025-04-02 00:18:31.234,2025-04-02 00:21:24.234,0,5.34
35,1,EGLV7890650,40ft,Discharge,3,3,12,2,2025-04-01 23:45:31.234,2025-04-01 23:47:16.234,0,26.91
36,1,HLXU3549079,40HC,Discharge,12,2,12,2,2025-04-01 16:15:31.234,2025-04-01 16:17:50.234,0,21.27
37,1,MSKU4486624,40ft,Discharge,3,1,12,2,2025-04-01 12:48:31.234,2025-04-01 12:51:25.234,0,23.09
38,1,MSKU2205211,40ft,Load,12,3,12,2,2025-04-02 01:23:31.234,2025-04-02 01:25:27.234,0,7.97
39,1,EGLV7713972,40HC,Load,3,2,12,2,2025-04-01 17:43:31.234,2025-04-01 17:45:41.234,0,24.64
40,1,HLXU1174167,40ft,Load,7,3,12,2,2025-04-02 04:53:31.234,2025-04-02 04:55:33.234,0,21.14
41,1,HLXU5381332,40ft,Load,3,1,12,2,2025-04-01 09:01:31.234,2025-04-01 09:03:47.234,0,27.45
42,1,MSCU3531143,40ft,Shift,4,1,12,2,2025-04-01 09:06:31.234,2025-04-01 09:10:02.234,0,7.5
43,1,MSCU9243794,40ft,Discharge,8,1,12,2,2025-04-02 09:59:31.234,2025-04-02 10:01:30.234,0,22.68
44,1,ONEU8266521,20ft,Load,8,1,12,2,2025-04-01 13:17:31.234,2025-04-01 13:20:11.234,0,13.56
45,1,MSKU2358409,40ft,Load,8,3,12,2,2025-04-01 04:40:31.234,2025-04-01 04:42:38.234,0,20.35
46,1,EGLV4257639,40ft,Load,4,3,12,2,2025-04-02 05:41:31.234,2025-04-02 05:44:44.234,0,9.19
47,1,EGLV6908769,20ft,Discharge,12,3,12,2,2025-04-01 03:22:31.234,2025-04-01 03:25:07.234,0,11.3
48,1,COSU8188404,40ft,Shift,8,2,12,2,2025-04-01 20:36:31.234,2025-04-01 20:39:10.234,0,15.89
49,1,ONEU7651746,40ft,Load,12,3,12,2,2025-04-02 01:11:31.234,2025-04-02 01:15:01.234,1,25.61
50,1,ONEU7143955,40ft,Discharge,7,1,12,2,2025-04-02 08:03:31.234,2025-04-02 08:07:05.234,0,31.17
51,1,COSU4070178,40ft,Discharge,7,3,12,2,2025-04-02 05:54:31.234,2025-04-02 05:57:01.234,0,24.29
52,1,EGLV1529632,40HC,Discharge,7,3,12,2,2025-04-02 04:13:31.234,2025-04-02 04:16:15.234,0,25.16
53,1,HLXU8741878,45ft,Load,7,1,12,2,2025-04-01 09:22:31.234,2025-04-01 09:25:27.234,0,13.57
54,1,EGLV2415358,40ft,Load,8,1,12,2,2025-04-02 10:05:31.234,2025-04-02 10:08:45.234,0,18.96
55,1,COSU1303233,40HC,Load,3,3,12,2,2025-04-02 03:16:31.234,2025-04-02 03:19:34.234,0,17.73
56,1,CMAU4420671,20ft,Shift,3,1,12,2,2025-04-02 10:27:31.234,2025-04-02 10:31:02.234,0,6.05
57,1,MSCU3292942,40ft,Discharge,12,3,12,2,2025-04-02 05:44:31.234,2025-04-02 05:46:07.234,0,8.96
58,1,MSKU8450032,40ft,Load,4,3,12,2,2025-04-01 02:49:31.234,2025-04-01 02:51:48.234,0,15.25
59,1,ONEU9346802,40ft,Discharge,8,3,12,2,2025-04-02 00:45:31.234,2025-04-02 00:47:58.234,0,28.11
60,1,COSU5410021,40ft,Load,8,2,12,2,2025-04-01 18:06:31.234,2025-04-01 18:09:37.234,0,28.19
61,1,MSCU3470549,40ft,Load,12,2,12,2,2025-04-01 17:03:31.234,2025-04-01 17:06:45.234,1,13.15
62,1,MSKU5448207,40ft,Load,8,3,12,2,2025-04-01 22:12:31.234,2025-04-01 22:15:39.234,0,20.23
63,1,MSCU6855735,40HC,Discharge,4,1,12,2,2025-04-01 13:31:31.234,2025-04-01 13:33:49.234,0,24.92
64,1,EGLV7700672,40ft,Load,12,3,12,2,2025-04-01 23:55:31.234,2025-04-01 23:58:35.234,0,21.66
65,1,MSKU4874343,40ft,Discharge,4,2,12,2,2025-04-01 15:05:31.234,2025-04-01 15:09:11.234,0,4.04
66,1,EGLV1414073,40ft,Load,3,2,12,2,2025-04-01 17:07:31.234,2025-04-01 17:09:55.234,0,11.23
67,1,HLXU3897465,40ft,Discharge,12,1,12,2,2025-04-01 07:25:31.234,2025-04-01 07:28:09.234,0,30.15
68,1,MSKU1185225,20ft,Shift,8,3,12,2,2025-04-02 04:10:31.234,2025-04-02 04:13:38.234,1,14.23
69,1,HLXU8498039,40ft,Discharge,8,3,12,2,2025-04-01 22:26:31.234,2025-04-01 22:28:30.234,0,5.76
70,1,COSU3996964,40ft,Load,4,3,12,2,2025-04-01 22:31:31.234,2025-04-01 22:32:58.234,0,11.01
71,1,EGLV5484113,20ft,Load,4,1,12,2,2025-04-01 07:17:31.234,2025-04-01 07:19:50.234,1,21.28
72,1,CMAU6787884,40HC,Discharge,3,1,12,2,2025-04-01 08:56:31.234,2025-04-01 08:59:39.234,0,11.65
73,1,HLXU5058548,20ft,Load,3,1,12,2,2025-04-02 06:23:31.234,2025-04-02 06:26:44.234,0,20.12
74,1,COSU8217568,40ft,Load,12,1,12,2,2025-04-01 13:25:31.234,2025-04-01 13:27:13.234,0,15.52
75,1,EGLV7519749,40ft,Discharge,4,1,12,2,2025-04-02 07:38:31.234,2025-04-02 07:41:00.234,0,15.87
76,1,HLXU1311419,20ft,Discharge,8,3,12,2,2025-04-01 23:10:31.234,2025-04-01 23:13:41.234,1,2.72
77,1,EGLV5164313,40ft,Load,3,2,12,2,2025-04-01 17:49:31.234,2025-04-01 17:52:13.234,0,7.99
78,1,CMAU7134679,40ft,Load,8,3,12,2,2025-04-02 02:42:31.234,2025-04-02 02:44:16.234,0,22.66
79,1,EGLV3236697,20ft,Discharge,8,2,12,2,2025-04-01 15:47:31.234,2025-04-01 15:50:39.234,0,15.52
80,1,EGLV7597468,40ft,Discharge,3,1,12,2,2025-04-01 11:38:31.234,2025-04-01 11:41:58.234,0,20.99
81,1,COSU9590880,40ft,Discharge,3,2,12,2,2025-04-01 16:27:31.234,2025-04-01 16:29:29.234,0,29.16
82,1,EGLV1667027,20ft,Load,12,3,12,2,2025-04-01 05:06:31.234,2025-04-01 05:09:23.234,0,19.4
83,1,CMAU5863920,40ft,Shift,7,3,12,2,2025-04-01 05:57:31.234,2025-04-01 05:58:41.234,1,25.38
84,1,COSU4612297,20ft,Load,12,1,12,2,2025-04-01 12:42:31.234,2025-04-01 12:46:03.234,0,12.49
85,1,ONEU4743956,20ft,Shift,3,1,12,2,2025-04-02 09:15:31.234,2025-04-02 09:18:51.234,0,13.17
86,1,HLXU2571528,40ft,Discharge,4,3,12,2,2025-04-02 03:59:31.234,2025-04-02 04:01:58.234,0,26.66
87,1,MSCU6174427,20ft,Load,8,2,12,2,2025-04-01 20:12:31.234,2025-04-01 20:16:07.234,0,19.91
88,1,EGLV5928262,20ft,Discharge,4,1,12,2,2025-04-02 06:06:31.234,2025-04-02 06:08:50.234,0,12.49
89,1,HLXU4431295,20ft,Discharge,4,1,12,2,2025-04-01 09:18:31.234,2025-04-01 09:20:57.234,0,19.71
90,1,COSU6427536,40ft,Discharge,7,3,12,2,2025-04-02 03:28:31.234,2025-04-02 03:30:18.234,0,15.97
91,1,COSU3351307,20ft,Discharge,7,3,12,2,2025-04-01 02:40:31.234,2025-04-01 02:43:18.234,0,9.83
92,1,MSKU5310650,20ft,Discharge,3,1,12,2,2025-04-02 10:56:31.234,2025-04-02 10:58:38.234,0,8.58
93,1,ONEU7893326,40ft,Load,8,1,12,2,2025-04-01 09:15:31.234,2025-04-01 09:17:35.234,0,27.19
94,1,HLXU5951653,40ft,Load,12,1,12,2,2025-04-02 07:14:31.234,2025-04-02 07:17:55.234,1,6.2
95,1,MSKU6150659,40ft,Load,12,3,12,2,2025-04-01 05:51:31.234,2025-04-01 05:52:55.234,0,15.69
96,1,COSU9414928,40ft,Discharge,8,3,12,2,2025-04-01 05:14:31.234,2025-04-01 05:16:01.234,0,23.34
97,1,ONEU3236429,40ft,Discharge,8,1,12,2,2025-04-01 13:23:31.234,2025-04-01 13:25:48.234,0,15.45
98,1,COSU6036982,40HC,Discharge,4,3,12,2,2025-04-01 05:16:31.234,2025-04-01 05:17:57.234,0,13.78
99,1,COSU4473787,20ft,Load,7,1,12,2,2025-04-01 08:31:31.234,2025-04-01 08:33:14.234,0,19.82
100,1,ONEU4228214,40ft,Discharge,3,1,12,2,2025-04-02 10:04:31.234,2025-04-02 10:07:07.234,0,7.54
101,1,CMAU1252218,20ft,Discharge,3,2,12,2,2025-04-01 18:31:31.234,2025-04-01 18:33:59.234,0,5.21
102,1,COSU7846714,40ft,Shift,8,1,12,2,2025-04-02 09:35:31.234,2025-04-02 09:37:40.234,0,22.96
103,1,CMAU9576689,40ft,Discharge,3,2,12,2,2025-04-01 16:31:31.234,2025-04-01 16:35:02.234,1,25.25
104,1,MSCU1478590,20ft,Load,12,2,12,2,2025-04-01 20:58:31.234,2025-04-01 21:01:02.234,0,6.49
105,1,MSCU5407825,40ft,Load,8,3,12,2,2025-04-01 05:36:31.234,2025-04-01 05:37:43.234,0,22.08
106,1,MSCU5556077,40ft,Discharge,12,3,12,2,2025-04-02 00:17:31.234,2025-04-02 00:19:25.234,0,28.79
107,1,EGLV7451434,20ft,Load,4,3,12,2,2025-04-02 01:00:31.234,2025-04-02 01:03:11.234,0,20.87
108,1,CMAU3570964,40HC,Discharge,12,2,12,2,2025-04-01 17:53:31.234,2025-04-01 17:55:46.234,0,7.83
109,1,MSCU5578299,20ft,Discharge,4,1,12,2,2025-04-01 09:53:31.234,2025-04-01 09:57:06.234,0,21.41
110,1,EGLV9573576,40ft,Discharge,3,1,12,2,2025-04-01 06:39:31.234,2025-04-01 06:43:06.234,0,23.59
111,1,MSCU8559998,20ft,Discharge,4,2,12,2,2025-04-01 16:38:31.234,2025-04-01 16:40:44.234,0,13.96
112,1,MSCU8519657,40ft,Shift,12,3,12,2,2025-04-01 23:34:31.234,2025-04-01 23:36:32.234,0,11.18
113,1,MSKU6115938,20ft,Load,3,2,12,2,2025-04-01 18:07:31.234,2025-04-01 18:10:41.234,0,14.48
114,1,CMAU7037176,20ft,Load,8,1,12,2,2025-04-01 09:12:31.234,2025-04-01 09:14:33.234,0,11.15
115,1,MSKU9681525,40ft,Discharge,4,3,12,2,2025-04-02 01:47:31.234,2025-04-02 01:49:57.234,0,25.13
116,1,HLXU7383207,40HC,Restow,3,1,12,2,2025-04-01 13:07:31.234,2025-04-01 13:10:09.234,0,15.29
117,1,CMAU5178194,40ft,Load,4,1,12,2,2025-04-01 13:59:31.234,2025-04-01 14:01:52.234,0,18.65
118,1,HLXU5146957,40ft,Restow,8,3,12,2,2025-04-02 03:40:31.234,2025-04-02 03:43:42.234,1,11.12
119,1,MSKU4364724,40HC,Discharge,8,3,12,2,2025-04-02 03:47:31.234,2025-04-02 03:50:31.234,0,7.98
120,1,EGLV7968481,20ft,Load,3,3,12,2,2025-04-02 02:45:31.234,2025-04-02 02:48:08.234,0,18.04
121,1,MSCU6731527,40ft,Load,4,3,12,2,2025-04-02 00:10:31.234,2025-04-02 00:13:07.234,0,16.09
122,1,ONEU6149074,40ft,Discharge,12,1,12,2,2025-04-02 06:56:31.234,2025-04-02 06:59:36.234,0,18.04
123,1,ONEU1539635,20ft,Load,3,3,12,2,2025-04-01 05:39:31.234,2025-04-01 05:42:16.234,0,15.27
124,1,COSU6558275,20ft,Discharge,3,1,12,2,2025-04-01 07:50:31.234,2025-04-01 07:53:32.234,0,8.45
125,1,CMAU4312823,20ft,Discharge,8,3,12,2,2025-04-02 01:43:31.234,2025-04-02 01:45:03.234,0,5.33
126,1,MSKU2736962,40ft,Discharge,8,3,12,2,2025-04-01 03:58:31.234,2025-04-01 04:01:04.234,0,20.78
127,1,EGLV6871273,40ft,Load,12,2,12,2,2025-04-01 18:53:31.234,2025-04-01 18:56:16.234,0,22.02
128,1,EGLV1374634,40ft,Load,12,3,12,2,2025-04-02 01:41:31.234,2025-04-02 01:43:47.234,0,8.43
129,1,MSKU7045684,40ft,Discharge,12,1,12,2,2025-04-02 08:55:31.234,2025-04-02 08:58:02.234,0,20.12
130,1,COSU2624980,40ft,Load,4,1,12,2,2025-04-01 09:54:31.234,2025-04-01 09:55:42.234,0,18.6
131,1,CMAU4190936,20ft,Load,12,3,12,2,2025-04-01 03:43:31.234,2025-04-01 03:45:31.234,0,7.26
132,1,EGLV9596628,40ft,Discharge,4,3,12,2,2025-04-01 03:23:31.234,2025-04-01 03:26:14.234,0,15.33
133,1,MSCU9619798,20ft,Load,8,1,12,2,2025-04-02 08:27:31.234,2025-04-02 08:30:10.234,0,5.34
134,1,EGLV7907651,40ft,Discharge,3,1,12,2,2025-04-01 10:14:31.234,2025-04-01 10:18:11.234,0,11.04
135,1,MSCU4212846,40ft,Discharge,7,1,12,2,2025-04-02 09:29:31.234,2025-04-02 09:32:44.234,0,28.14
136,1,MSCU3520664,20ft,Discharge,12,3,12,2,2025-04-02 01:50:31.234,2025-04-02 01:53:09.234,0,12.88
137,1,EGLV3574845,20ft,Discharge,3,1,12,2,2025-04-01 06:23:31.234,2025-04-01 06:25:31.234,0,13.04
138,1,ONEU4448713,40ft,Discharge,7,2,12,2,2025-04-01 16:43:31.234,2025-04-01 16:47:10.234,0,21.91
139,1,MSKU1206521,40HC,Discharge,8,3,12,2,2025-04-01 04:29:31.234,2025-04-01 04:31:48.234,0,28.94
140,1,CMAU5956367,40ft,Discharge,8,1,12,2,2025-04-01 12:56:31.234,2025-04-01 12:59:32.234,0,16.27
141,1,EGLV5771688,20ft,Discharge,12,3,12,2,2025-04-01 23:48:31.234,2025-04-01 23:51:22.234,0,18.89
142,1,HLXU8999784,20ft,Load,8,2,12,2,2025-04-01 19:19:31.234,2025-04-01 19:21:50.234,0,16.37
143,1,EGLV2385887,20ft,Discharge,12,2,12,2,2025-04-01 20:00:31.234,2025-04-01 20:04:06.234,0,11.89
144,1,MSCU3414141,20ft,Discharge,7,1,12,2,2025-04-01 09:19:31.234,2025-04-01 09:21:14.234,0,10.88
145,1,MSKU3870380,20ft,Load,8,3,12,2,2025-04-01 05:00:31.234,2025-04-01 05:02:07.234,0,3.33
146,1,HLXU7103248,40ft,Load,7,1,12,2,2025-04-01 07:07:31.234,2025-04-01 07:10:21.234,0,7.16
147,1,CMAU8963170,45ft,Discharge,7,2,12,2,2025-04-01 18:45:31.234,2025-04-01 18:48:45.234,0,18.41
148,1,ONEU5276764,40ft,Discharge,4,3,12,2,2025-04-02 04:28:31.234,2025-04-02 04:30:37.234,0,24.29
149,1,MSKU5518743,40ft,Load,3,2,12,2,2025-04-01 18:15:31.234,2025-04-01 18:17:01.234,0,13.48
150,2,COSU5797448,40ft,Load,12,2,6,2,2025-04-01 17:08:50.597,2025-04-01 17:11:34.597,0,28.22
151,2,CMAU4192060,20ft,Load,8,2,6,2,2025-04-01 16:07:50.597,2025-04-01 16:10:12.597,0,19.35
152,2,COSU1289248,40ft,Discharge,12,2,6,2,2025-04-02 15:50:50.597,2025-04-02 15:53:00.597,0,20.11
153,2,EGLV3443178,20ft,Load,4,1,6,2,2025-04-03 06:31:50.597,2025-04-03 06:34:00.597,0,10.5
154,2,MSCU6062886,20ft,Discharge,4,1,6,2,2025-04-02 08:45:50.597,2025-04-02 08:48:52.597,0,5.51
155,2,EGLV6855199,40ft,Discharge,12,2,6,2,2025-04-01 19:24:50.597,2025-04-01 19:27:11.597,0,17.07
156,2,ONEU4678724,40ft,Load,8,2,6,2,2025-04-02 21:31:50.597,2025-04-02 21:35:30.597,0,22.57
157,2,ONEU6692999,20ft,Discharge,3,1,6,2,2025-04-03 06:21:50.597,2025-04-03 06:24:58.597,0,16.27
158,2,MSCU2244083,40HC,Load,7,2,6,2,2025-04-01 17:00:50.597,2025-04-01 17:02:13.597,0,29.82
159,2,MSCU2100251,20ft,Discharge,4,2,6,2,2025-04-02 17:22:50.597,2025-04-02 17:24:49.597,0,7.47
160,2,COSU4047673,40ft,Load,7,1,6,2,2025-04-02 07:51:50.597,2025-04-02 07:53:02.597,0,22.06
161,2,EGLV3544630,45ft,Load,7,1,6,2,2025-04-02 08:39:50.597,2025-04-02 08:43:21.597,0,31.2
162,2,CMAU6496783,40ft,Load,7,3,6,2,2025-04-03 05:06:50.597,2025-04-03 05:08:45.597,0,27.11
163,2,ONEU5514279,40ft,Discharge,3,2,6,2,2025-04-02 17:15:50.597,2025-04-02 17:18:42.597,1,26.22
164,2,HLXU8533789,40ft,Discharge,4,3,6,2,2025-04-01 23:04:50.597,2025-04-01 23:06:23.597,0,13.17
165,2,HLXU9771873,20ft,Discharge,12,2,6,2,2025-04-01 20:01:50.597,2025-04-01 20:03:37.597,0,4.19
166,2,CMAU2397677,20ft,Discharge,3,3,6,2,2025-04-03 02:51:50.597,2025-04-03 02:54:43.597,0,23.95
167,2,MSCU9103715,20ft,Discharge,7,1,6,2,2025-04-01 13:14:50.597,2025-04-01 13:17:27.597,0,10.2
168,2,CMAU4509664,20ft,Discharge,8,3,6,2,2025-04-01 22:38:50.597,2025-04-01 22:42:04.597,0,7.76
169,2,EGLV4043456,40ft,Restow,7,3,6,2,2025-04-03 01:33:50.597,2025-04-03 01:36:11.597,0,25.85
170,2,COSU8111324,20ft,Discharge,3,2,6,2,2025-04-01 17:56:50.597,2025-04-01 17:59:54.597,1,10.44
171,2,MSKU7352456,20ft,Discharge,7,2,6,2,2025-04-02 18:52:50.597,2025-04-02 18:54:01.597,0,17.84
172,2,MSKU8948827,40ft,Discharge,4,2,6,2,2025-04-02 14:51:50.597,2025-04-02 14:53:28.597,0,24.2
173,2,ONEU8687207,40ft,Discharge,12,2,6,2,2025-04-01 20:46:50.597,2025-04-01 20:48:31.597,0,14.81
174,2,COSU5269348,20ft,Load,7,3,6,2,2025-04-03 00:05:50.597,2025-04-03 00:08:19.597,0,3.46
175,2,HLXU1044326,20ft,Discharge,3,3,6,2,2025-04-03 05:05:50.597,2025-04-03 05:09:03.597,1,22.85
176,2,COSU3431661,40HC,Discharge,7,3,6,2,2025-04-03 00:17:50.597,2025-04-03 00:19:56.597,0,20.03
177,2,MSCU5337569,40ft,Load,8,2,6,2,2025-04-01 16:16:50.597,2025-04-01 16:20:00.597,0,28.76
178,2,ONEU8797849,40ft,Discharge,12,3,6,2,2025-04-02 05:33:50.597,2025-04-02 05:36:29.597,0,30.2
179,2,MSKU3559163,20ft,Discharge,8,2,6,2,2025-04-02 20:27:50.597,2025-04-02 20:30:54.597,0,13.18
180,2,MSKU6723287,40ft,Load,7,3,6,2,2025-04-03 04:27:50.597,2025-04-03 04:30:32.597,0,7.88
181,2,CMAU2766639,40ft,Shift,3,3,6,2,2025-04-02 22:20:50.597,2025-04-02 22:23:18.597,0,5.71
182,2,MSCU8152061,40ft,Load,7,3,6,2,2025-04-03 01:21:50.597,2025-04-03 01:25:19.597,0,13.6
183,2,MSCU3063804,20ft,Discharge,12,3,6,2,2025-04-02 01:00:50.597,2025-04-02 01:03:30.597,0,10.31
184,2,HLXU4512467,40ft,Discharge,8,3,6,2,2025-04-02 23:39:50.597,2025-04-02 23:42:32.597,1,17.8
185,2,HLXU1393044,40ft,Load,8,1,6,2,2025-04-01 11:53:50.597,2025-04-01 11:55:42.597,0,21.75
186,2,MSKU7650832,40HC,Load,3,3,6,2,2025-04-02 03:04:50.597,2025-04-02 03:06:41.597,0,10.93
187,2,COSU6320565,45ft,Load,7,1,6,2,2025-04-02 10:49:50.597,2025-04-02 10:51:01.597,0,20.08
188,2,MSKU8558592,40ft,Load,4,2,6,2,2025-04-02 15:05:50.597,2025-04-02 15:08:25.597,0,14.28
189,2,CMAU4998744,20ft,Load,8,1,6,2,2025-04-02 06:36:50.597,2025-04-02 06:38:34.597,0,16.69
190,2,EGLV1656449,45ft,Shift,7,3,6,2,2025-04-03 04:27:50.597,2025-04-03 04:30:23.597,0,17.92
191,2,HLXU5909584,20ft,Discharge,3,1,6,2,2025-04-02 07:26:50.597,2025-04-02 07:29:31.597,0,15.95
192,2,EGLV1135439,40ft,Load,12,1,6,2,2025-04-02 13:25:50.597,2025-04-02 13:28:28.597,0,31.0
193,2,ONEU9921537,20ft,Load,4,2,6,2,2025-04-01 21:48:50.597,2025-04-01 21:51:34.597,0,20.57
194,2,MSKU7176635,20ft,Discharge,12,3,6,2,2025-04-03 03:36:50.597,2025-04-03 03:39:27.597,0,3.02
195,2,MSCU4914446,40ft,Discharge,8,2,6,2,2025-04-01 19:28:50.597,2025-04-01 19:32:18.597,1,30.37
196,2,COSU5132247,40ft,Discharge,4,1,6,2,2025-04-02 10:30:50.597,2025-04-02 10:32:58.597,1,13.13
197,2,COSU3342587,40ft,Discharge,3,2,6,2,2025-04-01 20:06:50.597,2025-04-01 20:10:28.597,0,22.5
198,2,ONEU6946305,20ft,Load,3,2,6,2,2025-04-02 15:05:50.597,2025-04-02 15:08:42.597,0,17.33
199,2,EGLV8456683,40ft,Load,3,2,6,2,2025-04-02 14:19:50.597,2025-04-02 14:22:58.597,0,21.43
200,2,CMAU6025176,20ft,Load,12,3,6,2,2025-04-03 04:08:50.597,2025-04-03 04:10:16.597,0,2.67
201,2,HLXU3080044,20ft,Discharge,4,3,6,2,2025-04-02 23:55:50.597,2025-04-02 23:59:13.597,0,18.99
202,2,HLXU2381497,40ft,Load,12,2,6,2,2025-04-01 16:49:50.597,2025-04-01 16:52:13.597,0,18.79
203,2,COSU3698825,20ft,Discharge,3,3,6,2,2025-04-02 01:07:50.597,2025-04-02 01:09:48.597,0,15.29
204,2,CMAU6175768,20ft,Shift,8,1,6,2,2025-04-02 08:27:50.597,2025-04-02 08:30:25.597,0,20.8
205,2,EGLV6516960,40ft,Load,7,1,6,2,2025-04-02 08:22:50.597,2025-04-02 08:24:48.597,0,19.31
206,2,MSCU9355967,40ft,Restow,3,3,6,2,2025-04-03 00:37:50.597,2025-04-03 00:41:05.597,0,9.64
207,2,COSU7803089,40ft,Load,12,2,6,2,2025-04-02 16:34:50.597,2025-04-02 16:36:09.597,0,20.46
208,2,CMAU1106849,40HC,Shift,3,1,6,2,2025-04-02 13:16:50.597,2025-04-02 13:18:32.597,0,29.76
209,2,CMAU3818314,40HC,Discharge,8,2,6,2,2025-04-02 18:07:50.597,2025-04-02 18:09:12.597,0,23.7
210,2,MSKU8817579,40ft,Discharge,3,1,6,2,2025-04-02 08:48:50.597,2025-04-02 08:52:27.597,0,5.89
211,2,MSKU7758187,40ft,Discharge,3,1,6,2,2025-04-02 13:26:50.597,2025-04-02 13:30:10.597,0,10.33
212,2,MSCU8660576,40ft,Discharge,7,3,6,2,2025-04-02 23:15:50.597,2025-04-02 23:17:08.597,1,5.89
213,2,ONEU4263649,40ft,Discharge,8,3,6,2,2025-04-03 03:02:50.597,2025-04-03 03:05:15.597,0,20.47
214,2,MSKU6771937,40ft,Load,4,1,6,2,2025-04-02 12:22:50.597,2025-04-02 12:24:40.597,1,16.41
215,2,COSU5763615,20ft,Shift,8,2,6,2,2025-04-02 15:16:50.597,2025-04-02 15:19:15.597,0,4.55
216,2,HLXU4423897,40HC,Discharge,12,1,6,2,2025-04-01 11:56:50.597,2025-04-01 11:59:03.597,0,4.48
